OGR|ROME1|ROME2|ROME3|label|ROME|slugs
15752|H|12|06|Ingénieur / Ingénieure en cristallographie en industrie|H1206|ingenieur-ingenieure-en-cristallographie-en-industrie
15757|H|12|06|Ingénieur / Ingénieure en électronique grand public en industrie|H1206|ingenieur-ingenieure-en-electronique-grand-public-en-industrie
15758|H|12|06|Ingénieur / Ingénieure en électronique médicale en industrie|H1206|ingenieur-ingenieure-en-electronique-medicale-en-industrie
15759|H|12|06|Ingénieur / Ingénieure en électronique professionnelle en industrie|H1206|ingenieur-ingenieure-en-electronique-professionnelle-en-industrie
15762|H|12|06|Ingénieur / Ingénieure en génie chimique en industrie|H1206|ingenieur-ingenieure-en-genie-chimique-en-industrie
15765|H|12|06|Ingénieur / Ingénieure en innovations technologiques|H1206|ingenieur-ingenieure-en-innovations-technologiques
15768|H|12|06|Ingénieur / Ingénieure en matériaux en industrie|H1206|ingenieur-ingenieure-en-materiaux-en-industrie
15772|H|12|06|Ingénieur / Ingénieure en microbiologie en industrie|H1206|ingenieur-ingenieure-en-microbiologie-en-industrie
15773|H|12|06|Ingénieur / Ingénieure en micro-électronique en industrie|H1206|ingenieur-ingenieure-en-micro-electronique-en-industrie
15774|H|12|06|Ingénieur / Ingénieure en nanotechnologie en industrie|H1206|ingenieur-ingenieure-en-nanotechnologie-en-industrie
15778|H|12|06|Ingénieur / Ingénieure en procédés, études et développement|H1206|ingenieur-ingenieure-en-procedes-etudes-et-developpement
15781|H|12|06|Ingénieur / Ingénieure en propriété industrielle|H1206|ingenieur-ingenieure-en-propriete-industrielle
15783|H|12|06|Ingénieur / Ingénieure en recherche analytique en industrie|H1206|ingenieur-ingenieure-en-recherche-analytique-en-industrie
15784|H|12|06|Ingénieur / Ingénieure en structures aéronautiques en industrie|H1206|ingenieur-ingenieure-en-structures-aeronautiques-en-industrie
15787|H|12|06|Ingénieur / Ingénieure en systèmes électriques en industrie|H1206|ingenieur-ingenieure-en-systemes-electriques-en-industrie
15789|H|12|06|Ingénieur / Ingénieure en thermodynamique en industrie|H1206|ingenieur-ingenieure-en-thermodynamique-en-industrie
15792|H|12|06|Ingénieur / Ingénieure en veille technologique en industrie|H1206|ingenieur-ingenieure-en-veille-technologique-en-industrie
15797|H|12|06|Ingénieur / Ingénieure études de moyens en industrie|H1206|ingenieur-ingenieure-etudes-de-moyens-en-industrie
15798|H|12|06|Ingénieur / Ingénieure études et procédés industriels|H1206|ingenieur-ingenieure-etudes-et-procedes-industriels
15801|H|12|06|Ingénieur / Ingénieure fiabilité en industrie|H1206|ingenieur-ingenieure-fiabilite-en-industrie
15805|H|12|06|Ingénieur / Ingénieure formulation en industrie|H1206|ingenieur-ingenieure-formulation-en-industrie
15806|H|12|06|Ingénieur / Ingénieure frigoriste en industrie|H1206|ingenieur-ingenieure-frigoriste-en-industrie
15807|H|12|06|Ingénieur / Ingénieure génie chimique en industrie|H1206|ingenieur-ingenieure-genie-chimique-en-industrie
15816|H|12|06|Ingénieur / Ingénieure hydrobiologiste en industrie|H1206|ingenieur-ingenieure-hydrobiologiste-en-industrie
15817|H|12|06|Ingénieur / Ingénieure hydrochimiste en industrie|H1206|ingenieur-ingenieure-hydrochimiste-en-industrie
15825|H|12|06|Ingénieur / Ingénieure instrumentation en industrie|H1206|ingenieur-ingenieure-instrumentation-en-industrie
15834|H|12|06|Ingénieur / Ingénieure métallurgiste en industrie|H1206|ingenieur-ingenieure-metallurgiste-en-industrie
15842|H|12|06|Ingénieur / Ingénieure métrologie|H1206|ingenieur-ingenieure-metrologie
15843|H|12|06|Ingénieur / Ingénieure militaire en recherche et développement|H1206|ingenieur-ingenieure-militaire-en-recherche-et-developpement
15844|H|12|06|Ingénieur / Ingénieure motoriste en industrie|H1206|ingenieur-ingenieure-motoriste-en-industrie
15847|H|12|06|Ingénieur / Ingénieure normalisation en études, recherche et développement|H1206|ingenieur-ingenieure-normalisation-en-etudes-recherche-et-developpement
15857|H|12|06|Ingénieur / Ingénieure plasturgiste en industrie|H1206|ingenieur-ingenieure-plasturgiste-en-industrie
38739|H|12|06|Ingénieur / Ingénieure recherche développement énergies renouvelables en industrie|H1206|ingenieur-ingenieure-recherche-developpement-energies-renouvelables-en-industrie
38329|H|12|06|Ingénieur / Ingénieure recherche développement packaging|H1206|ingenieur-ingenieure-recherche-developpement-packaging
15879|H|12|06|Ingénieur / Ingénieure robotique en industrie|H1206|ingenieur-ingenieure-robotique-en-industrie
15887|H|12|06|Ingénieur / Ingénieure spécification en industrie|H1206|ingenieur-ingenieure-specification-en-industrie
15896|H|12|06|Ingénieur / Ingénieure systèmes et simulations en industrie|H1206|ingenieur-ingenieure-systemes-et-simulations-en-industrie
15897|H|12|06|Ingénieur / Ingénieure systèmes industriels|H1206|ingenieur-ingenieure-systemes-industriels
15901|H|12|06|Ingénieur / Ingénieure technique d'études en industrie|H1206|ingenieur-ingenieure-technique-d-etudes-en-industrie
15905|H|12|06|Ingénieur / Ingénieure textile en industrie|H1206|ingenieur-ingenieure-textile-en-industrie
15911|H|12|06|Ingénieur / Ingénieure validation systèmes en industrie|H1206|ingenieur-ingenieure-validation-systemes-en-industrie
15595|H|12|06|Ingénieur biomédical / Ingénieure biomédicale en industrie|H1206|ingenieur-biomedical-ingenieure-biomedicale-en-industrie
15598|H|12|06|Ingénieur calculateur / Ingénieure calculatrice en industrie|H1206|ingenieur-calculateur-ingenieure-calculatrice-en-industrie
15602|H|12|06|Ingénieur chargé / Ingénieure chargée d'études industrielles|H1206|ingenieur-charge-ingenieure-chargee-d-etudes-industrielles
15729|H|12|06|Ingénieur électricien / Ingénieure électricienne en industrie|H1206|ingenieur-electricien-ingenieure-electricienne-en-industrie
15735|H|12|06|Ingénieur électronicien / Ingénieure électronicienne en industrie|H1206|ingenieur-electronicien-ingenieure-electronicienne-en-industrie
15832|H|12|06|Ingénieur mécanicien / Ingénieure mécanicienne en industrie|H1206|ingenieur-mecanicien-ingenieure-mecanicienne-en-industrie
15833|H|12|06|Ingénieur mécatronicien / Ingénieure mécatronicienne en industrie|H1206|ingenieur-mecatronicien-ingenieure-mecatronicienne-en-industrie
15851|H|12|06|Ingénieur papetier / Ingénieure papetière en industrie|H1206|ingenieur-papetier-ingenieure-papetiere-en-industrie
15853|H|12|06|Ingénieur physicien / Ingénieure physicienne en industrie|H1206|ingenieur-physicien-ingenieure-physicienne-en-industrie
15906|H|12|06|Ingénieur thermicien / Ingénieure thermicienne en industrie|H1206|ingenieur-thermicien-ingenieure-thermicienne-en-industrie
16029|H|12|06|Intégrateur / Intégratrice en industrie|H1206|integrateur-integratrice-en-industrie
16738|H|12|06|Moniteur / Monitrice d'études cliniques en industrie|H1206|moniteur-monitrice-d-etudes-cliniques-en-industrie
17020|H|12|06|Officier / Officière de marque de l'industrie|H1206|officier-officiere-de-marque-de-l-industrie
17694|H|12|06|Pharmacologue de l'industrie|H1206|pharmacologue-de-l-industrie
17732|H|12|06|Physicien médical / Physicienne médicale ERD en industrie|H1206|physicien-medical-physicienne-medicale-erd-en-industrie
18672|H|12|06|Responsable de bureau d'études en industrie|H1206|responsable-de-bureau-d-etudes-en-industrie
18831|H|12|06|Responsable de projet industriel|H1206|responsable-de-projet-industriel
18834|H|12|06|Responsable de projet recherche et développement|H1206|responsable-de-projet-recherche-et-developpement
18962|H|12|06|Responsable d'études cliniques en industrie|H1206|responsable-d-etudes-cliniques-en-industrie
18964|H|12|06|Responsable d'études et essais en industrie|H1206|responsable-d-etudes-et-essais-en-industrie
18965|H|12|06|Responsable d'études industrielles|H1206|responsable-d-etudes-industrielles
19010|H|12|06|Responsable du développement pharmaceutique en industrie|H1206|responsable-du-developpement-pharmaceutique-en-industrie
19165|H|12|06|Responsable recherche-développement en industrie|H1206|responsable-recherche-developpement-en-industrie
19293|H|12|06|Rudologue en industrie|H1206|rudologue-en-industrie
20320|H|12|06|Thermicien / Thermicienne de l'industrie|H1206|thermicien-thermicienne-de-l-industrie
20392|H|12|06|Toxicologue de l'industrie|H1206|toxicologue-de-l-industrie
20676|H|12|06|Vétérinaire de l'industrie|H1206|veterinaire-de-l-industrie
11756|H|12|07|Chargé / Chargée d'affaires en rédaction technique|H1207|charge-chargee-d-affaires-en-redaction-technique
16994|H|12|07|Nomenclaturiste en rédaction technique|H1207|nomenclaturiste-en-redaction-technique
18347|H|12|07|Rédacteur / Rédactrice de notices techniques|H1207|redacteur-redactrice-de-notices-techniques
18376|H|12|07|Rédacteur / Rédactrice technique|H1207|redacteur-redactrice-technique
18377|H|12|07|Rédacteur / Rédactrice technique automobile|H1207|redacteur-redactrice-technique-automobile
18378|H|12|07|Rédacteur / Rédactrice technique en aéronautique-spatial|H1207|redacteur-redactrice-technique-en-aeronautique-spatial
18379|H|12|07|Rédacteur / Rédactrice technique en agronomie|H1207|redacteur-redactrice-technique-en-agronomie
18380|H|12|07|Rédacteur / Rédactrice technique en biochimie|H1207|redacteur-redactrice-technique-en-biochimie
18381|H|12|07|Rédacteur / Rédactrice technique en biologie|H1207|redacteur-redactrice-technique-en-biologie
18382|H|12|07|Rédacteur / Rédactrice technique en chimie|H1207|redacteur-redactrice-technique-en-chimie
18383|H|12|07|Rédacteur / Rédactrice technique en électricité|H1207|redacteur-redactrice-technique-en-electricite
18384|H|12|07|Rédacteur / Rédactrice technique en électromécanique|H1207|redacteur-redactrice-technique-en-electromecanique
18385|H|12|07|Rédacteur / Rédactrice technique en électronique|H1207|redacteur-redactrice-technique-en-electronique
18386|H|12|07|Rédacteur / Rédactrice technique en informatique|H1207|redacteur-redactrice-technique-en-informatique
18387|H|12|07|Rédacteur / Rédactrice technique en mécanique|H1207|redacteur-redactrice-technique-en-mecanique
18388|H|12|07|Rédacteur / Rédactrice technique en métallurgie|H1207|redacteur-redactrice-technique-en-metallurgie
18352|H|12|07|Rédacteur médical / Rédactrice médicale en industrie|H1207|redacteur-medical-redactrice-medicale-en-industrie
19191|H|12|07|Responsable service rédaction technique|H1207|responsable-service-redaction-technique
20234|H|12|07|Technicien rédacteur / Technicienne rédactrice en industrie|H1207|technicien-redacteur-technicienne-redactrice-en-industrie
11436|H|12|08|Automaticien / Automaticienne chef de projet|H1208|automaticien-automaticienne-chef-de-projet
11438|H|12|08|Automaticien / Automaticienne d'études et conception|H1208|automaticien-automaticienne-d-etudes-et-conception
11439|H|12|08|Automaticien / Automaticienne d'études sur machines d'assemblage|H1208|automaticien-automaticienne-d-etudes-sur-machines-d-assemblage
11441|H|12|08|Automaticien / Automaticienne en bureau d'études|H1208|automaticien-automaticienne-en-bureau-d-etudes
11443|H|12|08|Automaticien / Automaticienne supervision|H1208|automaticien-automaticienne-supervision
11442|H|12|08|Automaticien roboticien / Automaticienne roboticienne|H1208|automaticien-roboticien-automaticienne-roboticienne
15566|H|12|08|Informaticien automaticien / Informaticienne automaticienne|H1208|informaticien-automaticien-informaticienne-automaticienne
16030|H|12|08|Intégrateur / Intégratrice en informatique industrielle|H1208|integrateur-integratrice-en-informatique-industrielle
19268|H|12|08|Roboticien automaticien / Roboticienne automaticienne|H1208|roboticien-automaticien-roboticienne-automaticienne
19556|H|12|08|Superviseur automaticien / Superviseuse automaticienne|H1208|superviseur-automaticien-superviseuse-automaticienne
19960|H|12|08|Technicien / Technicienne d'études en automatisme|H1208|technicien-technicienne-d-etudes-en-automatisme
19963|H|12|08|Technicien / Technicienne d'études en instrumentation-régulation|H1208|technicien-technicienne-d-etudes-en-instrumentation-regulation
19964|H|12|08|Technicien / Technicienne d'études en systèmes mécaniques automatisés|H1208|technicien-technicienne-d-etudes-en-systemes-mecaniques-automatises
19965|H|12|08|Technicien / Technicienne d'études instrumentaliste|H1208|technicien-technicienne-d-etudes-instrumentaliste
20045|H|12|08|Technicien / Technicienne en conception de systèmes automatisés|H1208|technicien-technicienne-en-conception-de-systemes-automatises
20077|H|12|08|Technicien / Technicienne en informatique industrielle|H1208|technicien-technicienne-en-informatique-industrielle
20120|H|12|08|Technicien / Technicienne en robotique|H1208|technicien-technicienne-en-robotique
19663|H|12|08|Technicien automaticien / Technicienne automaticienne d'études et conception|H1208|technicien-automaticien-technicienne-automaticienne-d-etudes-et-conception
20266|H|12|08|Technicien supérieur / Technicienne supérieure en automatique|H1208|technicien-superieur-technicienne-superieure-en-automatique
20267|H|12|08|Technicien supérieur / Technicienne supérieure en automatisme|H1208|technicien-superieur-technicienne-superieure-en-automatisme
20268|H|12|08|Technicien supérieur / Technicienne supérieure en automatisme et informatique industrielle|H1208|technicien-superieur-technicienne-superieure-en-automatisme-et-informatique-industrielle
20269|H|12|08|Technicien supérieur / Technicienne supérieure en conception de systèmes automatisés|H1208|technicien-superieur-technicienne-superieure-en-conception-de-systemes-automatises
10785|H|12|09|Agent technique électronicien / Agente technique électronicienne en études et développement|H1209|agent-technique-electronicien-agente-technique-electronicienne-en-etudes-et-developpement
12824|H|12|09|Concepteur développeur / Conceptrice développeuse de système électronique|H1209|concepteur-developpeur-conceptrice-developpeuse-de-systeme-electronique
19803|H|12|09|Technicien / Technicienne de laboratoire en électricité études et développement|H1209|technicien-technicienne-de-laboratoire-en-electricite-etudes-et-developpement
20058|H|12|09|Technicien / Technicienne en électricité et électronique études et développement|H1209|technicien-technicienne-en-electricite-et-electronique-etudes-et-developpement
20060|H|12|09|Technicien / Technicienne en électronique études et développement|H1209|technicien-technicienne-en-electronique-etudes-et-developpement
20061|H|12|09|Technicien / Technicienne en électrotechnique études et développement|H1209|technicien-technicienne-en-electrotechnique-etudes-et-developpement
20095|H|12|09|Technicien / Technicienne en microélectronique études et développement|H1209|technicien-technicienne-en-microelectronique-etudes-et-developpement
20130|H|12|09|Technicien / Technicienne en télécommunications études et développement|H1209|technicien-technicienne-en-telecommunications-etudes-et-developpement
20138|H|12|09|Technicien / Technicienne études électriques|H1209|technicien-technicienne-etudes-electriques
20222|H|12|09|Technicien / Technicienne processus en électricité-électronique études et développement|H1209|technicien-technicienne-processus-en-electricite-electronique-etudes-et-developpement
20283|H|12|09|Technicien / Technicienne validation systèmes en électrique et électronique|H1209|technicien-technicienne-validation-systemes-en-electrique-et-electronique
